age,educational-num,race,gender,hours-per-week,income,gender_encoded,income_encoded,race_encoded,marital-status_Divorced,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed
53,13,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
37,9,White,Female,40,<=50K,0,0,1,False,False,False,False,False,True,False
19,7,Amer-Indian-Eskimo,Male,43,<=50K,1,0,3,False,False,False,False,True,False,False
25,10,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
57,14,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
19,10,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
45,10,White,Male,50,>50K,1,1,1,False,False,False,False,True,False,False
54,9,White,Male,50,<=50K,1,0,1,True,False,False,False,False,False,False
29,10,White,Female,34,<=50K,0,0,1,False,False,False,False,True,False,False
32,9,White,Male,60,<=50K,1,0,1,False,False,False,False,True,False,False
49,9,White,Female,40,<=50K,0,0,1,False,False,True,False,False,False,False
34,14,White,Male,60,>50K,1,1,1,True,False,False,False,False,False,False
46,14,Black,Female,35,<=50K,0,0,0,False,False,False,False,True,False,False
43,6,White,Female,40,<=50K,0,0,1,False,False,False,False,False,True,False
32,15,White,Male,55,>50K,1,1,1,False,False,False,False,True,False,False
58,11,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
67,5,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
42,13,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
59,4,White,Male,40,<=50K,1,0,1,False,False,False,False,False,True,False
34,10,White,Male,60,<=50K,1,0,1,False,False,True,False,False,False,False
24,9,Black,Female,40,<=50K,0,0,0,False,False,False,False,True,False,False
21,10,White,Female,12,<=50K,0,0,1,False,False,False,False,True,False,False
36,10,White,Female,40,<=50K,0,0,1,False,False,False,False,False,True,False
38,9,White,Female,4,<=50K,0,0,1,False,False,True,False,False,False,False
53,13,White,Female,50,>50K,0,1,1,True,False,False,False,False,False,False
24,10,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
38,10,Black,Female,50,<=50K,0,0,0,False,False,False,False,True,False,False
42,10,Black,Male,50,>50K,1,1,0,False,False,True,False,False,False,False
53,10,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
51,7,White,Male,48,>50K,1,1,1,False,False,True,False,False,False,False
65,15,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
40,7,White,Male,50,<=50K,1,0,1,False,False,True,False,False,False,False
39,11,White,Male,40,>50K,1,1,1,False,False,False,False,True,False,False
54,9,White,Male,45,<=50K,1,0,1,True,False,False,False,False,False,False
24,9,Black,Male,40,<=50K,1,0,0,False,False,False,False,True,False,False
32,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
40,13,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
36,13,White,Male,55,>50K,1,1,1,False,False,True,False,False,False,False
47,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
40,13,Black,Female,40,<=50K,0,0,0,False,False,True,False,False,False,False
36,10,Asian-Pac-Islander,Female,70,<=50K,0,0,2,False,False,True,False,False,False,False
64,9,Black,Female,40,<=50K,0,0,0,False,False,False,False,False,True,False
47,4,White,Female,38,<=50K,0,0,1,False,False,False,False,False,True,False
22,10,White,Female,20,<=50K,0,0,1,False,False,False,False,True,False,False
48,11,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
45,7,White,Male,70,<=50K,1,0,1,False,False,True,False,False,False,False
58,9,Black,Female,40,<=50K,0,0,0,False,False,False,False,True,False,False
48,11,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
49,9,White,Female,45,<=50K,0,0,1,True,False,False,False,False,False,False
34,8,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
43,13,Black,Female,40,>50K,0,1,0,False,False,True,False,False,False,False
50,9,White,Female,30,<=50K,0,0,1,False,False,True,False,False,False,False
31,10,White,Female,55,<=50K,0,0,1,False,False,False,False,True,False,False
31,9,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
57,9,White,Male,40,<=50K,1,0,1,False,False,False,True,False,False,False
33,10,White,Male,56,>50K,1,1,1,False,False,True,False,False,False,False
52,7,White,Male,32,<=50K,1,0,1,False,False,True,False,False,False,False
43,13,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
30,13,White,Female,60,<=50K,0,0,1,False,False,False,False,True,False,False
54,9,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
36,13,White,Male,40,>50K,1,1,1,False,False,False,True,False,False,False
43,9,White,Female,47,>50K,0,1,1,True,False,False,False,False,False,False
35,13,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
56,9,White,Female,37,<=50K,0,0,1,True,False,False,False,False,False,False
34,14,White,Male,50,<=50K,1,0,1,False,False,False,False,True,False,False
51,9,White,Male,35,<=50K,1,0,1,False,False,True,False,False,False,False
39,13,Black,Male,50,>50K,1,1,0,False,False,True,False,False,False,False
59,9,White,Female,38,<=50K,0,0,1,True,False,False,False,False,False,False
46,7,Black,Male,48,<=50K,1,0,0,False,False,True,False,False,False,False
39,6,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
67,10,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
38,10,White,Male,42,<=50K,1,0,1,False,False,False,False,True,False,False
70,4,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
22,10,Amer-Indian-Eskimo,Female,40,<=50K,0,0,3,False,False,False,False,True,False,False
30,13,White,Male,40,>50K,1,1,1,False,False,False,False,True,False,False
39,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
78,5,White,Male,40,<=50K,1,0,1,False,False,False,False,False,False,True
43,13,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
47,13,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
20,8,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
50,11,White,Male,65,<=50K,1,0,1,False,False,True,False,False,False,False
34,9,White,Male,25,<=50K,1,0,1,False,False,False,False,False,True,False
51,9,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
38,9,White,Male,80,<=50K,1,0,1,False,False,True,False,False,False,False
37,14,White,Male,45,<=50K,1,0,1,False,False,False,False,True,False,False
27,11,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
17,7,White,Female,20,<=50K,0,0,1,False,False,False,False,True,False,False
32,12,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
35,10,White,Female,50,<=50K,0,0,1,False,False,False,False,True,False,False
40,13,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
32,9,Black,Male,38,<=50K,1,0,0,False,False,False,False,True,False,False
53,11,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
23,9,White,Female,15,>50K,0,1,1,False,False,False,False,True,False,False
54,13,White,Male,25,<=50K,1,0,1,False,False,False,False,True,False,False
26,7,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
29,6,White,Male,43,<=50K,1,0,1,False,False,False,False,True,False,False
38,10,White,Male,50,<=50K,1,0,1,False,False,True,False,False,False,False
19,7,White,Male,18,<=50K,1,0,1,False,False,False,False,True,False,False
28,10,Asian-Pac-Islander,Male,48,<=50K,1,0,2,False,False,False,False,True,False,False
40,10,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
21,9,Asian-Pac-Islander,Female,20,<=50K,0,0,2,False,False,False,False,True,False,False
37,3,White,Male,45,<=50K,1,0,1,True,False,False,False,False,False,False
41,11,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
47,3,White,Female,32,<=50K,0,0,1,True,False,False,False,False,False,False
39,12,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
29,10,White,Male,55,>50K,1,1,1,True,False,False,False,False,False,False
29,14,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
54,13,Black,Male,40,<=50K,1,0,0,False,False,True,False,False,False,False
24,9,White,Female,40,<=50K,0,0,1,False,False,True,False,False,False,False
32,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
47,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
36,13,White,Male,60,<=50K,1,0,1,False,False,False,False,True,False,False
63,5,White,Male,50,<=50K,1,0,1,True,False,False,False,False,False,False
25,13,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
36,10,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
40,13,White,Male,60,<=50K,1,0,1,False,False,True,False,False,False,False
38,5,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
24,10,White,Female,20,<=50K,0,0,1,False,False,False,False,True,False,False
53,9,White,Male,52,>50K,1,1,1,False,False,True,False,False,False,False
60,16,White,Female,30,<=50K,0,0,1,False,False,False,False,False,True,False
35,9,White,Female,40,<=50K,0,0,1,False,False,True,False,False,False,False
33,13,White,Female,40,>50K,0,1,1,False,False,False,False,True,False,False
23,6,White,Female,20,<=50K,0,0,1,False,False,False,False,True,False,False
18,7,White,Male,35,<=50K,1,0,1,False,False,False,False,True,False,False
45,11,Asian-Pac-Islander,Female,40,>50K,0,1,2,False,False,True,False,False,False,False
37,12,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
60,10,White,Female,40,<=50K,0,0,1,False,False,False,False,False,False,True
37,11,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
41,9,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
61,16,White,Male,55,>50K,1,1,1,False,False,True,False,False,False,False
30,13,White,Male,25,<=50K,1,0,1,False,False,True,False,False,False,False
29,11,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
28,11,White,Male,45,>50K,1,1,1,False,False,False,False,True,False,False
53,13,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
73,16,White,Male,28,>50K,1,1,1,False,False,True,False,False,False,False
25,6,Black,Male,35,<=50K,1,0,0,False,False,False,False,True,False,False
38,10,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
51,9,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
23,13,Asian-Pac-Islander,Female,52,<=50K,0,0,2,False,False,False,False,True,False,False
73,16,White,Male,2,<=50K,1,0,1,False,False,True,False,False,False,False
37,10,White,Female,30,<=50K,0,0,1,False,False,False,False,True,False,False
72,13,White,Female,28,<=50K,0,0,1,True,False,False,False,False,False,False
30,10,Black,Female,40,<=50K,0,0,0,False,False,False,False,False,True,False
27,6,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
22,9,White,Male,43,<=50K,1,0,1,False,False,False,False,True,False,False
30,9,White,Male,42,>50K,1,1,1,False,False,True,False,False,False,False
21,7,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
35,13,White,Male,40,>50K,1,1,1,False,False,False,False,True,False,False
42,13,White,Male,50,<=50K,1,0,1,False,False,True,False,False,False,False
31,10,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
29,9,Asian-Pac-Islander,Female,40,<=50K,0,0,2,False,False,True,False,False,False,False
35,9,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
27,13,Asian-Pac-Islander,Female,10,<=50K,0,0,2,False,False,True,False,False,False,False
26,10,White,Female,28,<=50K,0,0,1,True,False,False,False,False,False,False
45,11,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
39,13,White,Female,50,>50K,0,1,1,False,False,False,False,True,False,False
71,13,White,Female,40,<=50K,0,0,1,False,False,False,False,False,False,True
22,10,White,Female,25,<=50K,0,0,1,False,False,False,False,True,False,False
51,6,White,Male,50,<=50K,1,0,1,False,False,True,False,False,False,False
48,11,White,Female,30,<=50K,0,0,1,False,False,False,False,False,True,False
48,9,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
21,9,White,Female,64,<=50K,0,0,1,False,False,False,False,True,False,False
55,9,White,Female,10,<=50K,0,0,1,False,False,True,False,False,False,False
35,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
33,4,White,Female,30,<=50K,0,0,1,False,False,False,False,True,False,False
19,10,White,Female,30,<=50K,0,0,1,False,False,False,False,True,False,False
23,4,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
29,9,White,Female,55,<=50K,0,0,1,False,False,False,False,True,False,False
75,10,White,Female,36,>50K,0,1,1,True,False,False,False,False,False,False
54,5,Amer-Indian-Eskimo,Female,15,<=50K,0,0,3,False,False,True,False,False,False,False
60,15,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
90,10,White,Male,10,<=50K,1,0,1,False,False,False,False,True,False,False
34,9,Black,Female,70,<=50K,0,0,0,False,False,True,False,False,False,False
24,9,White,Female,38,<=50K,0,0,1,False,False,False,False,True,False,False
24,13,White,Female,45,<=50K,0,0,1,False,False,False,False,True,False,False
45,10,Black,Male,40,<=50K,1,0,0,False,False,True,False,False,False,False
29,14,White,Female,40,>50K,0,1,1,False,False,False,False,True,False,False
47,9,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
29,9,White,Male,35,<=50K,1,0,1,False,False,False,False,True,False,False
66,14,White,Female,20,<=50K,0,0,1,False,False,False,False,False,False,True
41,12,Black,Male,40,>50K,1,1,0,False,False,True,False,False,False,False
51,5,White,Male,45,<=50K,1,0,1,False,False,True,False,False,False,False
29,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
39,9,Black,Male,40,<=50K,1,0,0,False,False,True,False,False,False,False
65,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
57,14,White,Male,70,<=50K,1,0,1,False,False,True,False,False,False,False
60,9,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
46,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
47,12,White,Female,55,>50K,0,1,1,False,False,True,False,False,False,False
39,5,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
32,9,Black,Female,40,<=50K,0,0,0,True,False,False,False,False,False,False
30,9,White,Male,65,<=50K,1,0,1,False,False,True,False,False,False,False
20,9,White,Male,25,<=50K,1,0,1,False,False,False,False,True,False,False
20,8,White,Female,35,<=50K,0,0,1,False,False,False,False,True,False,False
62,9,White,Male,44,<=50K,1,0,1,False,False,True,False,False,False,False
44,9,White,Female,40,<=50K,0,0,1,False,False,True,False,False,False,False
38,9,White,Male,50,>50K,1,1,1,True,False,False,False,False,False,False
58,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
44,13,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
45,14,White,Male,50,>50K,1,1,1,True,False,False,False,False,False,False
27,10,White,Male,38,<=50K,1,0,1,False,False,False,False,True,False,False
51,11,White,Female,48,<=50K,0,0,1,True,False,False,False,False,False,False
52,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
34,9,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
30,10,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
44,10,Black,Male,38,>50K,1,1,0,False,False,True,False,False,False,False
28,9,Black,Male,40,<=50K,1,0,0,False,False,False,False,True,False,False
60,9,Black,Male,40,<=50K,1,0,0,False,False,True,False,False,False,False
44,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
40,9,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
49,11,White,Male,30,<=50K,1,0,1,True,False,False,False,False,False,False
26,9,White,Male,60,<=50K,1,0,1,False,False,False,False,True,False,False
33,9,White,Female,32,<=50K,0,0,1,False,False,False,True,False,False,False
62,13,White,Female,35,<=50K,0,0,1,False,False,True,False,False,False,False
45,10,Black,Male,40,>50K,1,1,0,False,False,True,False,False,False,False
52,16,White,Female,35,>50K,0,1,1,False,False,True,False,False,False,False
47,9,White,Male,40,>50K,1,1,1,False,False,False,False,False,True,False
41,14,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
32,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
65,13,White,Female,40,<=50K,0,0,1,False,False,False,False,False,False,True
32,9,White,Male,65,<=50K,1,0,1,False,False,True,False,False,False,False
33,9,White,Male,60,<=50K,1,0,1,False,False,True,False,False,False,False
34,2,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
60,6,White,Female,40,<=50K,0,0,1,False,False,False,False,False,True,False
47,7,Black,Male,40,<=50K,1,0,0,False,False,True,False,False,False,False
24,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
38,14,White,Female,40,>50K,0,1,1,True,False,False,False,False,False,False
37,13,Asian-Pac-Islander,Male,73,>50K,1,1,2,False,False,True,False,False,False,False
19,10,White,Male,25,<=50K,1,0,1,False,False,False,False,True,False,False
24,14,Asian-Pac-Islander,Male,40,<=50K,1,0,2,False,False,False,False,True,False,False
52,9,White,Male,84,<=50K,1,0,1,True,False,False,False,False,False,False
87,9,White,Female,3,<=50K,0,0,1,False,False,False,False,False,False,True
27,9,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
33,10,White,Male,48,>50K,1,1,1,True,False,False,False,False,False,False
45,9,Black,Female,50,<=50K,0,0,0,True,False,False,False,False,False,False
35,11,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
58,7,Black,Male,60,<=50K,1,0,0,False,False,True,False,False,False,False
45,14,Black,Female,50,>50K,0,1,0,False,False,True,False,False,False,False
40,9,White,Male,20,<=50K,1,0,1,False,False,True,False,False,False,False
36,11,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
65,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
20,9,White,Male,35,<=50K,1,0,1,False,False,False,False,True,False,False
30,10,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
60,13,White,Male,30,<=50K,1,0,1,False,False,True,False,False,False,False
52,13,White,Male,38,>50K,1,1,1,False,False,True,False,False,False,False
26,16,Black,Male,20,<=50K,1,0,0,False,False,False,False,True,False,False
35,11,White,Male,45,<=50K,1,0,1,False,False,True,False,False,False,False
45,10,White,Female,45,<=50K,0,0,1,True,False,False,False,False,False,False
45,11,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
40,10,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
31,12,White,Male,45,<=50K,1,0,1,False,False,True,False,False,False,False
60,16,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
47,13,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
39,13,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
33,13,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
31,12,Black,Male,46,<=50K,1,0,0,False,False,True,False,False,False,False
21,10,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
30,9,White,Male,45,<=50K,1,0,1,False,False,True,False,False,False,False
35,10,White,Female,30,<=50K,0,0,1,False,False,False,False,True,False,False
53,4,White,Female,80,<=50K,0,0,1,False,False,True,False,False,False,False
65,13,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
45,9,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
25,11,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
36,4,White,Female,40,<=50K,0,0,1,False,False,True,False,False,False,False
37,13,White,Female,50,<=50K,0,0,1,True,False,False,False,False,False,False
33,10,Black,Male,40,<=50K,1,0,0,False,False,False,False,True,False,False
46,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
62,13,White,Male,55,>50K,1,1,1,False,False,True,False,False,False,False
50,9,White,Female,40,>50K,0,1,1,False,False,True,False,False,False,False
33,13,White,Male,46,<=50K,1,0,1,False,False,False,False,True,False,False
38,11,White,Male,25,<=50K,1,0,1,True,False,False,False,False,False,False
28,9,Asian-Pac-Islander,Male,45,<=50K,1,0,2,False,False,False,False,True,False,False
48,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
52,9,White,Male,47,<=50K,1,0,1,True,False,False,False,False,False,False
44,10,White,Male,72,<=50K,1,0,1,False,False,True,False,False,False,False
59,13,Black,Male,38,>50K,1,1,0,False,False,True,False,False,False,False
44,15,White,Male,50,>50K,1,1,1,False,False,False,False,True,False,False
30,9,White,Male,55,<=50K,1,0,1,False,False,True,False,False,False,False
34,9,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
50,14,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
30,13,White,Female,50,<=50K,0,0,1,False,False,False,False,True,False,False
41,4,Black,Male,40,<=50K,1,0,0,False,False,True,False,False,False,False
61,9,White,Female,40,<=50K,0,0,1,False,False,False,False,False,False,True
29,10,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
33,14,White,Male,50,>50K,1,1,1,False,False,False,False,True,False,False
33,14,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
31,10,White,Male,45,<=50K,1,0,1,True,False,False,False,False,False,False
43,15,White,Male,60,>50K,1,1,1,False,False,True,False,False,False,False
41,13,White,Male,52,<=50K,1,0,1,False,False,False,False,True,False,False
42,11,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
49,9,White,Male,60,>50K,1,1,1,False,False,True,False,False,False,False
18,9,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
36,10,White,Male,68,<=50K,1,0,1,False,False,True,False,False,False,False
26,10,White,Male,15,<=50K,1,0,1,False,False,False,False,True,False,False
37,10,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
31,13,White,Male,51,<=50K,1,0,1,False,False,True,False,False,False,False
18,3,White,Male,48,<=50K,1,0,1,False,False,False,False,True,False,False
38,9,White,Male,60,<=50K,1,0,1,False,False,True,False,False,False,False
56,14,White,Male,48,<=50K,1,0,1,True,False,False,False,False,False,False
58,12,White,Male,25,>50K,1,1,1,False,False,True,False,False,False,False
41,13,White,Male,55,>50K,1,1,1,False,False,True,False,False,False,False
59,13,Asian-Pac-Islander,Male,40,<=50K,1,0,2,False,False,True,False,False,False,False
45,9,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
60,9,White,Female,38,<=50K,0,0,1,True,False,False,False,False,False,False
61,7,Black,Male,40,<=50K,1,0,0,False,False,False,False,False,False,True
52,10,White,Female,40,<=50K,0,0,1,False,False,True,False,False,False,False
22,4,White,Male,16,<=50K,1,0,1,False,False,False,False,True,False,False
41,11,White,Male,63,<=50K,1,0,1,False,False,True,False,False,False,False
29,10,Black,Female,40,<=50K,0,0,0,False,False,False,False,True,False,False
28,10,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
30,12,Black,Female,40,<=50K,0,0,0,False,False,False,False,True,False,False
51,9,White,Female,50,>50K,0,1,1,False,False,True,False,False,False,False
29,7,Black,Male,40,<=50K,1,0,0,False,False,False,False,True,False,False
75,7,Black,Male,50,>50K,1,1,0,False,False,True,False,False,False,False
46,10,White,Female,80,<=50K,0,0,1,True,False,False,False,False,False,False
53,9,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
41,13,White,Male,48,<=50K,1,0,1,True,False,False,False,False,False,False
25,9,Asian-Pac-Islander,Male,40,<=50K,1,0,2,False,False,False,False,True,False,False
27,16,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
47,10,White,Male,43,>50K,1,1,1,False,False,True,False,False,False,False
53,9,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
38,9,White,Male,45,<=50K,1,0,1,False,False,True,False,False,False,False
42,12,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
30,3,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
57,13,White,Male,40,>50K,1,1,1,False,False,False,False,True,False,False
71,9,White,Male,52,>50K,1,1,1,False,False,True,False,False,False,False
35,10,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
64,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
21,1,White,Male,50,<=50K,1,0,1,False,False,False,False,True,False,False
41,9,White,Female,60,>50K,0,1,1,False,False,False,False,False,False,True
39,10,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
38,10,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
32,13,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
40,9,White,Female,40,<=50K,0,0,1,True,False,False,False,False,False,False
22,9,Asian-Pac-Islander,Female,40,<=50K,0,0,2,False,False,False,False,True,False,False
18,7,White,Female,25,<=50K,0,0,1,False,False,False,False,True,False,False
32,10,Other,Female,70,<=50K,0,0,4,False,False,False,False,False,True,False
31,7,White,Male,35,<=50K,1,0,1,False,False,True,False,False,False,False
34,8,Black,Female,40,<=50K,0,0,0,True,False,False,False,False,False,False
31,9,White,Male,50,<=50K,1,0,1,False,False,False,False,True,False,False
30,9,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
28,9,White,Female,40,<=50K,0,0,1,False,False,False,False,False,True,False
31,9,Black,Male,40,<=50K,1,0,0,False,False,False,False,True,False,False
32,9,Other,Male,20,<=50K,1,0,4,False,False,False,False,True,False,False
46,10,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
35,14,White,Male,40,>50K,1,1,1,False,False,False,False,True,False,False
20,10,White,Male,18,<=50K,1,0,1,False,False,False,False,True,False,False
36,10,White,Male,45,>50K,1,1,1,False,False,True,False,False,False,False
34,5,White,Male,40,<=50K,1,0,1,True,False,False,False,False,False,False
51,14,White,Male,70,>50K,1,1,1,False,False,True,False,False,False,False
23,9,Black,Male,40,<=50K,1,0,0,True,False,False,False,False,False,False
36,16,White,Male,40,>50K,1,1,1,False,False,True,False,False,False,False
41,7,White,Male,48,<=50K,1,0,1,True,False,False,False,False,False,False
55,14,White,Male,10,>50K,1,1,1,False,False,True,False,False,False,False
25,10,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
52,10,White,Male,35,>50K,1,1,1,False,False,True,False,False,False,False
47,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
36,13,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
21,9,Black,Female,50,<=50K,0,0,0,False,False,False,False,True,False,False
43,13,White,Female,34,<=50K,0,0,1,True,False,False,False,False,False,False
46,10,Other,Female,48,<=50K,0,0,4,True,False,False,False,False,False,False
36,9,White,Male,65,<=50K,1,0,1,False,False,False,False,True,False,False
23,12,White,Female,25,<=50K,0,0,1,False,False,False,False,True,False,False
32,9,White,Male,45,<=50K,1,0,1,False,False,False,False,True,False,False
40,11,White,Female,24,<=50K,0,0,1,False,False,False,False,True,False,False
42,16,Asian-Pac-Islander,Male,50,>50K,1,1,2,False,False,True,False,False,False,False
18,10,Other,Female,20,<=50K,0,0,4,False,False,False,False,True,False,False
18,9,White,Female,16,<=50K,0,0,1,False,False,False,False,True,False,False
41,9,White,Male,48,>50K,1,1,1,False,False,False,False,True,False,False
52,14,White,Female,50,<=50K,0,0,1,True,False,False,False,False,False,False
26,9,White,Male,53,<=50K,1,0,1,False,False,True,False,False,False,False
57,5,White,Male,35,<=50K,1,0,1,False,False,False,False,True,False,False
27,13,White,Male,75,>50K,1,1,1,False,False,True,False,False,False,False
35,9,White,Male,45,<=50K,1,0,1,False,False,True,False,False,False,False
42,9,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
42,10,White,Female,40,<=50K,0,0,1,False,False,False,False,True,False,False
69,14,White,Female,5,<=50K,0,0,1,True,False,False,False,False,False,False
25,7,White,Male,40,<=50K,1,0,1,False,False,True,False,False,False,False
47,9,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
28,13,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
24,12,White,Male,40,<=50K,1,0,1,False,False,False,False,True,False,False
41,9,White,Male,50,>50K,1,1,1,False,False,True,False,False,False,False
